Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2013-12-02,145.84715270996094,146.57424265703983,145.62094640076666,146.2995653283495,99726000
2013-12-03,145.21697998046875,145.73402464558188,144.74840632656662,145.37047973418186,116563000
2013-12-04,145.20083618164062,145.8067485486632,144.08596580889576,144.69187817591836,123033000
2013-12-05,144.5625762939453,145.20888511604898,144.42523767243705,144.94228226465688,106934000
2013-12-06,146.17835998535156,146.31569862358324,145.540125477156,145.96022811177562,127728000
2013-12-09,146.5499725341797,146.76810439771128,146.35608850198838,146.60653026177974,70124000
2013-12-10,146.02487182617188,146.5176810153308,145.93600419116558,146.21068148943306,80976000
2013-12-11,144.38487243652344,146.10566742977252,144.2071371636377,146.08143192231702,130591000
2013-12-12,143.90823364257812,144.49798490759318,143.6093084858015,144.32024962323484,115565000
2013-12-13,143.89202880859375,144.33636688448587,143.6173515716114,144.20710265744177,107808000
2013-12-16,144.7887725830078,145.26542052972027,144.5302441410057,144.57064075098288,96195000
2013-12-17,144.3283233642578,144.9423224628342,144.00517502724205,144.91808695392396,89886000
2013-12-18,146.7923583984375,146.81659390551522,143.25383876459165,144.54644434223633,234906000
2013-12-19,146.6226806640625,146.79232917983856,145.99253295083477,146.37222659524824,136531200
2013-12-20,147.47555541992188,147.82483752962924,146.671417054434,146.7688853667983,197087000
2013-12-23,148.2635040283203,148.3528541408774,147.88986711707796,148.19852100152923,85598000
2013-12-24,148.58839416503906,148.65337718631838,148.2634914528864,148.2716096827048,45368800
2013-12-26,149.3438262939453,149.42505817745555,148.90520634802775,148.92144280933357,63365000
2013-12-27,149.3356170654297,149.60365485034467,149.18128401735046,149.53868425622073,61814000
2013-12-30,149.3113250732422,149.47377642871393,149.1163760101297,149.35192861642716,56857000
2013-12-31,150.01797485351562,150.01797485351562,149.40064243486384,149.51437200187212,86119900
2014-01-02,148.5802764892578,149.51439348010695,148.22287606801078,149.44127983449258,119636900
2014-01-03,148.5558624267578,149.13257881398144,148.34467696927993,148.8320308852074,81390600
2014-01-06,148.1253662109375,149.10008647204444,147.89793189648722,149.04323409055215,108028200
2014-01-07,149.03512573242188,149.28692716144724,148.6046241161703,148.7183412903831,86144200
2014-01-08,149.06764221191406,149.31944367265518,148.55590866637957,149.01077742052402,96582300
2014-01-09,149.16510009765625,149.56311642677383,148.48279701423454,149.54686757405145,90683400
2014-01-10,149.57122802734375,149.63621104111016,148.65335999997663,149.41689491892882,102026400
2014-01-13,147.5811309814453,149.60367250813349,147.2968319230868,149.1894198519509,149892000
2014-01-14,149.189453125,149.2706849867161,147.7923493843281,148.06851788337576,105016100
2014-01-15,149.99362182617188,150.22105619301232,149.221968624803,149.538753092491,98525800
2014-01-16,149.7986602783203,149.9936093168865,149.31942450203445,149.68494310438396,72290600
2014-01-17,149.16510009765625,149.823036099116,148.9051804253141,149.53874934481183,107848700
2014-01-21,149.60374450683594,150.08299278393366,148.68588868247738,150.02612798719937,88621200
2014-01-22,149.7012176513672,149.920533808118,149.3844331557247,149.85555078410871,61270900
2014-01-23,148.47470092773438,148.97018569995552,147.68681110395255,148.94581861232547,132496900
2014-01-24,145.3068389892578,147.55682817921434,145.2581048195665,147.50809400952303,208677100
2014-01-27,144.59202575683594,145.81856009570387,143.86910671496904,145.4449108362672,180843100
2014-01-28,145.45301818847656,145.6398365911834,144.68135271030187,144.6976015609586,110463200
2014-01-29,144.05593872070312,145.03065922192548,143.6741712286358,144.24275715482852,216597300
2014-01-30,145.58297729492188,146.05409482778066,144.7950753306528,145.25807463499817,118938100
2014-01-31,144.73011779785156,145.6317370912376,143.70666308410694,143.77976433632207,194677900
2014-02-03,141.47288513183594,144.8844123297427,141.19671665643074,144.5595096991767,254837100
2014-02-04,142.4639129638672,142.82943167241086,141.42420924460046,142.1065124864481,165012400
2014-02-05,142.28518676757812,142.60197124309002,141.09928073894127,141.96840229206623,164230500
2014-02-06,144.16146850585938,144.16146850585938,142.32574541163072,142.61816268625677,132877600
2014-02-07,145.94854736328125,146.10288051916442,144.36462464756568,144.83574234659196,170787200
2014-02-10,146.21652221679688,146.26526876262164,145.56671700334613,145.9647208374487,92218800
2014-02-11,147.8167724609375,148.19042181444124,146.24096794292686,146.3384486927629,117814100
2014-02-12,147.88986206054688,148.5071822025876,147.59744464710766,148.03606457014416,94717700
2014-02-13,148.6533966064453,148.80772975286536,146.88265552366826,146.89077375454727,100542200
2014-02-14,149.47378540039062,149.7499539606931,148.37721699521146,148.5153012753627,96498400
2014-02-18,149.6525115966797,149.85557893701667,149.17326325385676,149.60376502383144,80460900
2014-02-19,148.6614990234375,150.2291724885674,148.53965121789932,149.2625702448168,126524300
2014-02-20,149.53875732421875,149.8799088841335,148.32035358413302,148.86457243406207,104998100
2014-02-21,149.3682403564453,150.18050987002525,149.29513907484292,149.8231093009702,118116400
2014-02-24,150.1967010498047,151.20390692752142,149.619984463173,149.68496748661352,114063900
2014-02-25,150.1398162841797,150.74901810437066,149.64433164132132,150.31851647630845,117085000
2014-02-26,150.14796447753906,150.757166369018,149.72558102905862,150.35915000465718,98677200
2014-02-27,150.93588256835938,150.97648611669644,149.7580822046919,149.9286642058406,93880800
2014-02-28,151.3175811767578,152.01613298769192,150.3103755848813,150.91144669119706,150842000
2014-03-03,150.2534942626953,150.63526162862385,149.25440700861654,149.9854440444323,167748500
2014-03-04,152.365478515625,152.69038128162487,151.69129350164152,151.7237788205431,167545900
2014-03-05,152.5034637451172,152.76339570446294,152.25978063179005,152.49534551922687,88376900
2014-03-06,152.852783203125,153.2020653380847,152.52788054226008,152.8771626772198,82516500
2014-03-07,152.9178009033203,153.48639928018264,152.24361595455784,153.48639928018264,114513500
2014-03-10,152.83657836914062,152.89343076914625,151.95932613020454,152.68224523531234,74939200
2014-03-11,152.0811767578125,153.28334423926037,151.73190690991262,153.06402805904077,99009100
2014-03-12,152.1217498779297,152.17861466185667,151.00081459929956,151.34197851437665,104824400
2014-03-13,150.41600036621094,152.69848716654545,149.99362931769363,152.57663935335296,155014300
2014-03-14,149.99362182617188,150.91960814666322,149.81492162447677,150.14795494529434,153919600
2014-03-17,151.35012817382812,151.70752862061187,150.684061451323,150.74904447748776,98359500
2014-03-18,152.430419921875,152.6334871937327,151.496303034784,151.6587667676643,101804600
2014-03-19,151.61814880371094,152.6578522301574,150.65154661953594,152.4466543379388,176267300
2014-03-20,152.5034637451172,152.61718087877145,151.0170103874834,151.28506057271946,117241000
2014-03-21,151.91204833984375,154.21276314100731,151.77335462082246,153.14399613935433,163128000
